"rank","net_worth","category","personName","age","country","city","source","industries","countryOfCitizenship","organization","selfMade","gender","title","state","residenceStateRegion","cpi_country","cpi_change_country","gdp_country","gross_tertiary_education_enrollment","gross_primary_education_enrollment_country","life_expectancy_country","tax_revenue_country_country","total_tax_rate_country","population_country","latitude_country","longitude_country","gdp_country_numeric","log_net_worth","log_cpi_country","log_cpi_change_country","log_gross_primary_education_enrollment_country","exp_life_expectancy_country","exp_latitude_country"
70,22100,"Metals & Mining","Vladimir Lisin",66,"Russia","Moscow","Steel, transport","Metals & Mining","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,10.0033328875058,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
71,22000,"Food & Beverage","Emmanuel Besnier",52,"France","Laval","Cheese","Food & Beverage","France","",FALSE,"M","","","",110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,2715518274227,9.99879773234045,4.70093480797247,1.38629436111989,4.62986279857846,2.5680421845777,2.33344849204226
72,21600,"Finance & Investments","Abigail Johnson",61,"United States","Milton","Fidelity","Finance & Investments","United States","Fidelity Investments",FALSE,"F","CEO","Massachusetts","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.98044859367226,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
72,21600,"Energy","Leonid Mikhelson & family",67,"Russia","Moscow","Gas, chemicals","Energy","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,9.98044859367226,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
74,21200,"Fashion & Retail","Lukas Walton",36,"United States","Chicago","Walmart","Fashion & Retail","United States","",FALSE,"M","","Illinois","Midwest",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.9617564606601,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
74,21200,"Service","Wang Wei",52,"China","Shenzhen","Package delivery","Service","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,9.9617564606601,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
76,21100,"Technology","Jensen Huang",60,"United States","Los Altos","Semiconductors","Technology","United States","Nvidia",TRUE,"M","CEO & President","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.95702831946416,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
77,21000,"Fashion & Retail","Leonard Lauder",90,"United States","New York","Estee Lauder","Fashion & Retail","United States","The Estée Lauder Companies",FALSE,"M","Chairman Emeritus","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.95227771670556,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
77,21000,"Manufacturing","Takemitsu Takizaki",77,"Japan","Osaka","Sensors","Manufacturing","Japan","",TRUE,"M","","","",105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,5081769542380,9.95227771670556,4.65852136148509,1.22377543162212,4.59309760475382,2.71828182845905,2.11672992888406
79,20900,"Metals & Mining","Alexey Mordashov & family",57,"Russia","Moscow","Steel, investments","Metals & Mining","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,9.9475044379529,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
80,20500,"Energy","Vagit Alekperov",72,"Russia","Moscow","Oil","Energy","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,9.9281801651265,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
81,20200,"Healthcare","Thomas Frist, Jr. & family",84,"United States","Nashville","Hospitals","Healthcare","United States","",TRUE,"M","","Tennessee","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.9134378833893,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
82,19600,"Metals & Mining","Andrew Forrest",61,"Australia","Perth","Mining","Metals & Mining","Australia","",TRUE,"M","","","",119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,1392680589329,9.88328484521861,4.78582368568135,1.50407739677627,4.60816569496789,2.58527730254747,1.16412411610534
83,19100,"Finance & Investments","Ray Dalio",73,"United States","Greenwich","Hedge funds","Finance & Investments","United States","Bridgewater Associates",TRUE,"M","Founder & Co-Chief Investment Officer","Connecticut","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.85744361403472,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
84,19000,"Automotive","Eric Li",59,"China","Hangzhou","Automobiles","Automotive","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,9.85219425814858,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
84,19000,"Metals & Mining","Wang Wenyin",55,"China","Shenzhen","Mining, copper products","Metals & Mining","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,9.85219425814858,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
86,18900,"Diversified","Eyal Ofer",72,"Monaco","Monte Carlo","Real estate, shipping","Diversified","Israel","",FALSE,"M","","","",,,"$7,184,844,193 ",,,,,,38964,43.7384176,7.4246158,7184844193,9.84691720104773,,,,,2.2776377140254
86,18900,"Food & Beverage","Qin Yinglin",57,"China","Nanyang","Pig breeding","Food & Beverage","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,9.84691720104773,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
88,18700,"Automotive","Wang Chuanfu",57,"China","Shenzhen","Batteries, automobiles","Automotive","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,9.83627880284268,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
89,18500,"Energy","Harold Hamm & family",77,"United States","Oklahoma City","Oil & gas","Energy","United States","Continental Resources Inc. ",TRUE,"M","Chairman and CEO","Oklahoma","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.82552601106642,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
89,18500,"Finance & Investments","David Tepper",65,"United States","Palm Beach","Hedge funds","Finance & Investments","United States","Appaloosa Management",TRUE,"M","President and Founder","Florida","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.82552601106642,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
89,18500,"Energy","Gennady Timchenko",70,"Russia","Moscow","Oil, gas","Energy","Russia","",TRUE,"M","","","",180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,1699876578871,9.82552601106642,5.19711486103887,2.00148000021012,4.63083793273667,1.85036814276923,2.70772530162082
92,18000,"Finance & Investments","Daniel Gilbert",61,"United States","Franklin","Quicken Loans","Finance & Investments","United States","",TRUE,"M","","Michigan","Midwest",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.7981270368783,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
93,17700,"Metals & Mining","Lakshmi Mittal",72,"United Kingdom","London","Steel","Metals & Mining","India","ArcelorMittal (ADR)",FALSE,"M","Chairman and CEO","","",119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,2827113184696,9.78131991856192,4.78432005161641,1.52605630349505,4.61709875685337,2.46701775234324,2.55062304100837
94,17500,"Finance & Investments","Steve Cohen",66,"United States","Greenwich","Hedge funds","Finance & Investments","United States","Point72 Asset Management",TRUE,"M","Founder","Connecticut","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.76995615991161,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
94,17500,"Finance & Investments","Carl Icahn",87,"United States","Indian Creek","Investments","Finance & Investments","United States","Icahn Capital Management",TRUE,"M","Founder","Florida","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.76995615991161,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
94,17500,"Metals & Mining","Savitri Jindal & family",73,"India","Hisar","Steel","Metals & Mining","India","",FALSE,"F","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,9.76995615991161,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
97,17400,"Real Estate","Donald Bren",90,"United States","Newport Beach","Real estate","Real Estate","United States","Irvine Company",TRUE,"M","Chairman","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.76422548520262,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
97,17400,"Fashion & Retail","John Menard, Jr.",83,"United States","Eau Claire","Home improvement stores","Fashion & Retail","United States","Menard, Inc.",TRUE,"M","Founder","Wisconsin","Midwest",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.76422548520262,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
99,17100,"Media & Entertainment","Rupert Murdoch & family",92,"United States","New York","Newspapers, TV network","Media & Entertainment","United States","News Corp Class A",FALSE,"M","Chairman and CEO","New York","Northeast",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.74683374249075,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
100,16700,"Finance & Investments","Vicky Safra & family",70,"Switzerland","Crans-Montana","Banking","Finance & Investments","Brazil","",FALSE,"F","","","",99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,9.72316399840485,4.60066003051021,1.19392246847243,4.65586330030361,2.66427802339218,2.34688867910816
101,16500,"Fashion & Retail","Theo Albrecht, Jr. & family",72,"Germany","Mulheim an der Ruhr","Aldi, Trader Joe's","Fashion & Retail","Germany","",FALSE,"M","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,9.71111565988867,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
101,16500,"Finance & Investments","Renata Kellnerova & family",55,"Czech Republic","Prague","Finance, telecommunications","Finance & Investments","Czech Republic","",FALSE,"F","","","",116.48,2.8,"$246,489,245,495 ",64.1,100.7,79,14.9,46.1,10669709,49.817492,15.472962,246489245495,9.71111565988867,4.75771958444838,1.7404661748405,4.61214579972452,2.28436241898949,2.41635352123628
103,16300,"Healthcare","Li Xiting",72,"China","Shenzhen","medical devices","Healthcare","Singapore","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,9.69892038679485,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
104,16200,"Fashion & Retail","Stefan Persson",75,"Sweden","Stockholm","H&M","Fashion & Retail","Sweden","Hennes & Mauritz Unsponsored ADR",FALSE,"M","Chairman","","",110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,530832908738,9.69276652122048,4.70510601460069,1.54756250871601,4.84103250971008,2.5680421845777,2.67121618848989
104,16200,"Technology","Eric Schmidt",67,"United States","Atherton","Google","Technology","United States","",TRUE,"M","","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.69276652122048,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
106,16000,"Finance & Investments","Michael Platt",55,"Switzerland","Geneva","Hedge funds","Finance & Investments","United Kingdom","BlueCrest Capital Management",TRUE,"M","Founder ","","",99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,9.68034400122192,4.60066003051021,1.19392246847243,4.65586330030361,2.66427802339218,2.34688867910816
107,15900,"Food & Beverage","Pang Kang",67,"China","Foshan","Soy sauce","Food & Beverage","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,9.67407438820832,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
108,15800,"Fashion & Retail","Karl Albrecht Jr. & family",,"Germany","","Supermarkets","Fashion & Retail","Germany","",FALSE,"M","","","",112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,3845630030824,9.66776521901506,4.72605950326354,1.45861502269952,4.64439089914137,2.43423394896548,2.44824446910457
108,15800,"Fashion & Retail","Beate Heister",,"","","Supermarkets","Fashion & Retail","Germany","",FALSE,"F","","","",,,"",,,,,,,,,,9.66776521901506,,,,,
108,15800,"Food & Beverage","Jorge Paulo Lemann & family",83,"Switzerland","Zurich","Beer","Food & Beverage","Brazil","",TRUE,"M","Investor, Philanthropist","","",99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,703082435360,9.66776521901506,4.60066003051021,1.19392246847243,4.65586330030361,2.66427802339218,2.34688867910816
108,15800,"Real Estate","Peter Woo",76,"Hong Kong","Hong Kong","Real estate","Real Estate","Hong Kong","",FALSE,"M","","","",,,"",,,,,,,,,,9.66776521901506,,,,,
112,15600,"Healthcare","Dilip Shanghvi",67,"India","Mumbai","Pharmaceuticals","Healthcare","India","",TRUE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,9.65502619323763,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
113,15500,"Technology","Robert Pera",45,"United States","San Jose","Wireless networking","Technology","United States","Ubiquiti",TRUE,"M","Chief Executive Officer","California","West",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.64859530290734,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
114,15300,"Fashion & Retail","Radhakishan Damani",68,"India","Mumbai","Retail, investments","Fashion & Retail","India","",TRUE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,9.63560810738053,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
115,15200,"Automotive","Huang Shilin",56,"China","Ningde","Batteries","Automotive","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,9.62905070683437,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
116,14900,"Diversified","Dhanin Chearavanont",83,"Thailand","Bangkok","Diversified","Diversified","Thailand","",FALSE,"M","","","",113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,543649976166,9.60911649193355,4.72977434921262,1.28093384546206,4.60316818331742,2.12942681551352,1.73691509179589
116,14900,"Fashion & Retail","David Green & family",81,"United States","Oklahoma City","Retail","Fashion & Retail","United States","Hobby Lobby",TRUE,"M","CEO","Oklahoma","South",117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,2.14277e+13,9.60911649193355,4.76422311584269,2.34180580614733,4.62301010411642,2.24648000391815,2.13503564342999
118,14800,"Food & Beverage","Charoen Sirivadhanabhakdi",78,"Thailand","Bangkok","Alcohol, real estate","Food & Beverage","Thailand","",TRUE,"M","","","",113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,543649976166,9.60238245975221,4.72977434921262,1.28093384546206,4.60316818331742,2.12942681551352,1.73691509179589
119,14700,"Food & Beverage","Charlene de Carvalho-Heineken & family",68,"United Kingdom","London","Heineken","Food & Beverage","Netherlands","",FALSE,"F","","","",119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,2827113184696,9.59560277276683,4.78432005161641,1.52605630349505,4.61709875685337,2.46701775234324,2.55062304100837
120,14600,"Healthcare","Xu Hang",60,"China","Shenzhen","Medical devices","Healthcare","Hong Kong","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,9.58877680769643,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
121,14500,"Automotive","Wei Jianjun & family",59,"China","Baoding","Automobiles","Automotive","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,9.58190392840867,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
122,14400,"Metals & Mining","Alisher Usmanov",69,"Uzbekistan","Tashkent","Steel, telecom, investments","Metals & Mining","Russia","Metalloinvest",TRUE,"M","Founder","","",,,"$57,921,286,440 ",10.1,104.2,71.6,14.8,31.6,33580650,41.377491,64.585262,57921286440,9.57498348556409,,,4.64631212931927,1.78353137544558,2.22593736135315
123,14300,"Manufacturing","Goh Cheng Liang",95,"Singapore","Singapore","Paints","Manufacturing","Singapore","",TRUE,"M","","","",114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,372062527489,9.568014816248,4.73978848771285,1.25276296849537,4.61115225766564,2.62009532930275,1.50820363687946
124,14200,"Diversified","Kumar Birla",55,"India","Mumbai","Commodities","Diversified","India","",FALSE,"M","","","",180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,2.611e+12,9.56099724358935,5.1953983125402,2.36085400111802,4.72738781871234,1.6570132294805,1.81856822703354
124,14200,"Manufacturing","Aliko Dangote",65,"Nigeria","Lagos","Cement, sugar","Manufacturing","Nigeria","Dangote Group",TRUE,"M","CEO","","",267.51,11.4,"$448,120,428,859 ",10.2,84.7,54.3,1.5,34.8,200963599,9.081999,8.675277,448120428859,9.56099724358935,5.5891569488149,2.66025953726586,4.43911560165801,1,1.62595444655636
126,14100,"Real Estate","Kwong Siu-hing",93,"Hong Kong","Hong Kong","Real estate","Real Estate","Hong Kong","",FALSE,"F","","","",,,"",,,,,,,,,,9.55393007636626,,,,,
127,14000,"Diversified","Idan Ofer",67,"United Kingdom","London","Shipping","Diversified","Israel","",FALSE,"M","","","",119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,2827113184696,9.5468126085974,4.78432005161641,1.52605630349505,4.61709875685337,2.46701775234324,2.55062304100837
128,13900,"Healthcare","Chen Bang",57,"China","Changsha","Hospitals","Healthcare","China","",TRUE,"M","","","",125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,1.991e+13,9.53964411911878,4.82895353258964,1.75785791755237,4.60716818865076,2.13656056702872,2.10967739208507
128,13900,"Gambling & Casinos","Lui Che Woo",94,"Hong Kong","Hong Kong","Casinos/hotels","Gambling & Casinos","Hong Kong","",TRUE,"M","","","",,,"",,,,,,,,,,9.53964411911878,,,,,
130,13700,"Logistics","John Fredriksen",78,"United Kingdom","London","Shipping","Logistics","Cyprus","",TRUE,"M","Investor","","",119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,2827113184696,9.52515111181622,4.78432005161641,1.52605630349505,4.61709875685337,2.46701775234324,2.55062304100837
